ID,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Product_importance_low,Product_importance_medium,Gender_M,High_Discount
71,0.828376754911928,-1.4081993653114504,-0.48265317361962534,0.2839542646692272,0.03867894852919228,0.1314638836659444,1,False,True,False,False,False,True,False,False,True,0
72,0.828376754911928,1.4215777095146467,0.4120415337810263,-1.0294237660695575,-0.7018428180027235,-0.8591782734825947,1,False,False,False,True,False,True,True,False,False,0
73,0.828376754911928,1.4215777095146467,0.45365524110198685,-0.37273475070016515,1.2111717455380588,-0.38892900258924495,1,False,False,True,False,False,True,False,True,False,1
74,-0.04771131501848488,1.4215777095146467,0.09993872887382226,-0.37273475070016515,0.47064997900614314,0.214017396761656,1,False,False,False,True,False,True,False,True,False,0
75,1.7044648248423406,-1.4081993653114504,0.5784963630648685,1.597332295408012,-0.023031198681800702,-0.7289271750426942,1,False,False,False,False,False,True,True,False,False,0
76,-0.04771131501848488,-1.4081993653114504,1.1610882655583161,-0.37273475070016515,0.5940702734281291,0.08621232833940619,1,True,False,False,False,False,True,True,False,False,1
77,-1.7998874548793105,0.006689172101598107,-1.0860519297735531,-1.0294237660695575,1.3963021871710377,-1.1288530829285859,1,False,True,False,False,False,True,False,True,False,1
78,-0.9237993849488977,0.006689172101598107,-2.022360344495165,-0.37273475070016515,1.8282732176479888,-1.293960109120009,1,False,False,False,True,False,True,True,False,False,1
79,-0.9237993849488977,0.7141334408081224,0.2663935581576644,-0.37273475070016515,0.2855195373731642,0.19872970915133903,1,False,False,True,False,False,True,True,False,True,0
80,-0.9237993849488977,1.4215777095146467,0.9738265826139937,-1.0294237660695575,2.6305051313908976,0.04707584805699477,1,False,False,False,True,False,True,False,True,False,1
81,-0.9237993849488977,0.7141334408081224,-0.6283011492429872,-1.0294237660695575,2.1985341009139465,-1.0346809272490334,1,False,False,False,False,False,True,False,True,False,1
82,-1.7998874548793105,1.4215777095146467,-1.6270301249460402,-0.37273475070016515,0.2855195373731642,-1.1465868005565536,1,True,False,False,False,False,True,True,False,True,0
83,-0.04771131501848488,0.7141334408081224,0.1415524361947828,-0.37273475070016515,0.7792007150611081,-0.4641444256320044,1,False,True,False,False,False,True,False,False,False,1
84,0.828376754911928,1.4215777095146467,-1.0028245151316322,-0.37273475070016515,1.0877514511160729,-1.3881322647995615,1,False,False,False,True,False,True,False,False,False,1
85,-0.04771131501848488,1.4215777095146467,-0.2745846370148226,-1.0294237660695575,1.6431427760150097,-0.5650431638600963,1,False,False,True,False,False,True,False,True,False,1
86,-0.9237993849488977,0.7141334408081224,-0.2745846370148226,-0.37273475070016515,-0.023031198681800702,-0.9087103813400217,1,False,False,False,True,False,True,False,True,True,0
87,-0.04771131501848488,-1.4081993653114504,-0.5242668809405859,-1.0294237660695575,1.8899833648589817,-0.4427416629775607,1,False,False,False,False,False,True,True,False,True,1
88,1.7044648248423406,-0.7007550966049262,1.4107705094840792,-0.37273475070016515,-0.6401326707917305,-0.4036051826951493,1,True,False,False,False,False,True,False,True,False,0
89,-0.9237993849488977,0.006689172101598107,0.3912346801205461,-0.37273475070016515,2.1985341009139465,-0.7919124479972001,1,False,True,False,False,False,True,True,False,True,1
90,-0.04771131501848488,-1.4081993653114504,-0.5034600272801056,0.2839542646692272,2.6922152786018905,0.15042061630273743,1,False,False,False,True,False,True,False,True,False,1
91,0.828376754911928,0.006689172101598107,-0.7531422712058689,1.597332295408012,1.7048529232260028,-1.5587428585306988,1,False,False,True,False,False,True,False,False,False,1
92,0.828376754911928,1.4215777095146467,1.5772253387679216,-0.37273475070016515,0.2855195373731642,-0.28803026436115303,1,False,False,False,True,False,True,True,False,False,0
93,-0.04771131501848488,0.7141334408081224,-0.7323354175453886,-1.0294237660695575,-0.3932920819477586,-1.495757585576193,1,False,False,False,False,False,True,False,True,False,0
94,-0.9237993849488977,0.006689172101598107,0.18316614351574334,-0.37273475070016515,0.22380939016217122,-0.15105258337271305,1,True,False,False,False,False,True,False,True,False,0
95,-0.04771131501848488,-1.4081993653114504,0.05832502155286171,0.2839542646692272,1.3345920399600448,-0.7894664179795494,1,False,True,False,False,False,True,False,False,False,1
96,-1.7998874548793105,0.006689172101598107,0.5160758020834276,-0.37273475070016515,2.6922152786018905,-0.9784222368430671,1,False,False,False,True,False,True,True,False,True,1
97,-0.9237993849488977,0.006689172101598107,-1.2733136127178757,-1.0294237660695575,0.2855195373731642,-1.4731318079129239,1,False,False,True,False,False,True,False,True,True,0
98,-0.04771131501848488,-1.4081993653114504,1.2651225338607175,-1.0294237660695575,-0.3315819347367656,-0.753998982723614,1,False,False,False,True,False,True,False,True,False,0
99,-0.9237993849488977,1.4215777095146467,-1.377347881020277,0.2839542646692272,-0.5167123763697445,-1.547124215946858,1,False,False,False,False,False,True,False,True,True,0
100,-0.04771131501848488,-0.7007550966049262,-1.3565410273597966,-1.0294237660695575,0.47064997900614314,-1.233420866183154,1,True,False,False,False,False,True,False,True,True,0
101,0.828376754911928,0.006689172101598107,-1.3981547346807572,-1.0294237660695575,2.8156355730238762,-1.0988892152123646,1,False,True,False,False,False,True,False,True,True,1
102,0.828376754911928,1.4215777095146467,0.3496209727995855,0.2839542646692272,2.4453746897579185,-0.6176328092395867,1,False,False,False,True,False,True,True,False,True,1
103,-1.7998874548793105,-1.4081993653114504,0.05832502155286171,-0.37273475070016515,0.964331156694087,-0.5515899987630175,1,False,False,True,False,False,True,True,False,True,1
104,0.828376754911928,-1.4081993653114504,-1.377347881020277,0.2839542646692272,1.4580123343820308,-1.208349058502234,1,False,False,False,True,False,True,True,False,True,1
105,-0.9237993849488977,0.006689172101598107,0.16235928985526307,-0.37273475070016515,-0.6401326707917305,-0.8432790783678651,1,False,False,False,False,False,True,True,False,True,0
106,-0.04771131501848488,-0.7007550966049262,-1.377347881020277,-0.37273475070016515,2.8156355730238762,-1.2511545838111215,1,True,False,False,False,False,True,False,True,True,1
107,-0.9237993849488977,-1.4081993653114504,0.5784963630648685,-0.37273475070016515,0.22380939016217122,-0.6176328092395867,1,False,True,False,False,False,True,True,False,True,0
108,-0.04771131501848488,1.4215777095146467,0.12074558253430252,-0.37273475070016515,0.7792007150611081,-0.9668035942592261,1,False,False,False,True,False,True,False,False,True,1
109,-0.04771131501848488,1.4215777095146467,0.5784963630648685,-0.37273475070016515,2.5687949841799047,-0.23054855894636125,1,False,False,True,False,False,True,False,False,False,1
110,-0.04771131501848488,-1.4081993653114504,-1.4397684420017178,-0.37273475070016515,2.0751138064919608,-1.457844120302607,1,False,False,False,True,False,True,False,True,True,1
111,-0.9237993849488977,-1.4081993653114504,-1.0860519297735531,-1.0294237660695575,-0.7018428180027235,-1.4370528651525758,1,False,False,False,False,True,False,True,False,True,0
112,-0.04771131501848488,-0.7007550966049262,0.5993032167253488,-0.37273475070016515,3.1858964562898344,0.027507607915789056,1,True,False,False,False,True,False,True,False,False,1
113,-0.04771131501848488,0.006689172101598107,-0.7323354175453886,-1.0294237660695575,0.7174905678501151,-1.111730872805031,1,False,True,False,False,True,False,True,False,True,1
114,-0.9237993849488977,-0.7007550966049262,1.0986677045768753,-0.37273475070016515,1.7048529232260028,-0.4996118608879398,1,False,False,False,True,True,False,True,False,True,1
115,-0.9237993849488977,1.4215777095146467,-0.8779833931687505,-1.0294237660695575,2.2602442481249394,-1.2340323736875667,1,False,False,True,False,True,False,False,False,True,1
116,-0.9237993849488977,0.7141334408081224,-0.7115285638849084,-0.37273475070016515,1.3963021871710377,-1.1343566504683,1,False,False,False,True,True,False,False,False,True,1
117,-0.04771131501848488,-1.4081993653114504,-1.2525067590573953,0.2839542646692272,2.8773457202348696,-1.5960448162998724,1,False,False,False,False,True,False,False,False,True,1
118,-0.04771131501848488,0.006689172101598107,1.1402814118978357,-1.0294237660695575,1.0877514511160729,-0.7998620455545649,1,True,False,False,False,True,False,False,True,False,1
119,-1.7998874548793105,1.4215777095146467,1.0986677045768753,-0.37273475070016515,-0.5167123763697445,-0.42011588531429156,1,False,True,False,False,True,False,True,False,False,0
120,0.828376754911928,-1.4081993653114504,-1.3565410273597966,-0.37273475070016515,0.4089398317951502,-1.37406759219807,1,False,False,False,True,True,False,True,False,True,0
121,-0.04771131501848488,-0.7007550966049262,-0.5658805882615464,-0.37273475070016515,1.2111717455380588,-0.5460864312233034,1,False,False,True,False,True,False,True,False,False,1
122,-0.9237993849488977,0.006689172101598107,-0.10812980773098047,-0.37273475070016515,0.3472296845841572,-0.8970917387561808,1,False,False,False,True,True,False,False,True,False,0
123,-0.04771131501848488,-0.7007550966049262,-1.0444382224525925,-0.37273475070016515,3.1241863090788415,-1.1741046382551241,1,False,False,False,False,True,False,True,False,True,1
124,-0.9237993849488977,0.006689172101598107,0.8697923143115923,-1.0294237660695575,2.1368239537029536,-0.9368397265430048,1,True,False,False,False,True,False,False,True,False,1
125,0.828376754911928,1.4215777095146467,0.24558670449718414,-0.37273475070016515,-0.20816164031477966,-0.8279913907575481,1,False,True,False,False,True,False,True,False,True,0
126,-0.9237993849488977,0.006689172101598107,-0.149743515051941,-1.0294237660695575,0.7174905678501151,-0.016520932401923795,1,False,False,False,True,True,False,True,False,True,1
127,-0.04771131501848488,1.4215777095146467,0.2039729971762236,-0.37273475070016515,1.6431427760150097,-0.07216811530347754,1,False,False,True,False,True,False,False,True,True,1
128,-0.9237993849488977,0.006689172101598107,-1.3149273200388363,0.2839542646692272,2.8773457202348696,-1.1692125782198226,1,False,False,False,True,True,False,True,False,False,1
129,-0.04771131501848488,0.7141334408081224,-0.2121640760333818,0.2839542646692272,0.16209924295117825,-0.9625230417283374,1,False,False,False,False,True,False,False,True,True,0
130,-0.04771131501848488,1.4215777095146467,0.2872004118181447,0.2839542646692272,0.47064997900614314,-0.9833142968783685,1,True,False,False,False,True,False,False,True,True,0
131,-0.9237993849488977,1.4215777095146467,-0.6491080029034675,-1.0294237660695575,0.22380939016217122,-1.3881322647995615,1,False,True,False,False,True,False,True,False,False,0
132,-0.9237993849488977,0.7141334408081224,-1.377347881020277,-0.37273475070016515,2.2602442481249394,-1.0817670050888097,1,False,False,False,True,True,False,True,False,True,1
133,0.828376754911928,-0.7007550966049262,0.765758046009191,-0.37273475070016515,0.22380939016217122,0.15592418384245155,1,False,False,True,False,False,False,True,False,True,0
134,0.828376754911928,0.7141334408081224,1.4523842168050398,1.597332295408012,2.3219543953359327,-0.03180862001224075,1,False,False,False,True,False,False,False,True,False,1
135,-0.9237993849488977,0.006689172101598107,-0.8779833931687505,-1.0294237660695575,-0.7635529652137165,-1.1037812752476661,1,False,False,False,False,False,False,False,True,False,0
136,-0.9237993849488977,1.4215777095146467,-1.1068587834340335,-0.37273475070016515,-0.5784225235807375,-1.0670908249829054,1,True,False,False,False,False,False,False,True,False,0
137,-0.9237993849488977,0.006689172101598107,-0.4410394662986648,0.2839542646692272,2.3219543953359327,-0.872019931075261,1,False,True,False,False,False,False,False,True,False,1
138,-0.9237993849488977,1.4215777095146467,-1.0028245151316322,-1.0294237660695575,-0.3932920819477586,-1.1588169506448072,1,False,False,False,True,False,False,False,True,True,0
139,-0.04771131501848488,-1.4081993653114504,-0.06651610041001992,0.9406432800386195,2.1368239537029536,-0.7552219977324394,1,False,False,True,False,False,False,True,False,True,1
140,0.828376754911928,-1.4081993653114504,0.5576895094043882,-1.0294237660695575,-0.20816164031477966,0.13819046621448386,1,False,False,False,True,False,False,True,False,False,0
141,-0.04771131501848488,0.7141334408081224,1.1194745582373555,-0.37273475070016515,2.8156355730238762,-0.9869833419048445,1,False,False,False,False,False,False,False,False,True,1
142,0.828376754911928,0.7141334408081224,-1.2733136127178757,-0.37273475070016515,2.3219543953359327,-1.216298656059599,1,True,False,False,False,False,False,True,False,True,1
143,0.828376754911928,1.4215777095146467,-1.0028245151316322,-0.37273475070016515,1.7048529232260028,-1.3282045293671192,1,False,True,False,False,False,False,True,False,True,1
144,-1.7998874548793105,-1.4081993653114504,-0.10812980773098047,0.2839542646692272,3.062476161867848,-0.9038183213047203,1,False,False,False,True,False,False,False,True,False,1
145,-1.7998874548793105,-1.4081993653114504,-1.0860519297735531,-0.37273475070016515,2.3219543953359327,-1.2805069440229302,1,False,False,True,False,False,False,False,True,False,1
146,-1.7998874548793105,-0.7007550966049262,0.7865648996696712,-1.0294237660695575,2.0134036592809674,0.04462981803934405,1,False,False,False,True,False,False,True,False,True,1
147,-0.9237993849488977,1.4215777095146467,-0.39942575897770427,-0.37273475070016515,0.5940702734281291,0.07092464072908923,1,False,False,False,False,False,False,True,False,True,1
148,-0.04771131501848488,0.006689172101598107,-1.3357341736993165,0.2839542646692272,0.6557804206391221,-1.094608662681476,1,True,False,False,False,False,False,False,True,False,1
149,-0.9237993849488977,0.006689172101598107,-1.5646095639645994,-0.37273475070016515,2.6305051313908976,-1.311082319243564,1,False,True,False,False,False,False,True,False,True,1
150,0.828376754911928,-1.4081993653114504,-1.2733136127178757,-0.37273475070016515,1.6431427760150097,-1.5728075311321905,1,False,False,False,True,False,False,True,False,True,1
151,-0.04771131501848488,0.7141334408081224,0.2039729971762236,-1.0294237660695575,-0.3932920819477586,-0.6622728570617122,1,False,False,True,False,False,False,False,True,False,0
152,0.828376754911928,0.006689172101598107,-2.3344631494023695,0.9406432800386195,1.8899833648589817,-1.446225477718766,1,False,False,False,True,False,False,False,True,True,1
153,-0.9237993849488977,0.7141334408081224,-2.35527000306285,0.2839542646692272,1.149461598327066,-1.4651822103555592,1,False,False,False,False,False,False,True,False,True,1
154,-0.9237993849488977,0.006689172101598107,-0.5658805882615464,-1.0294237660695575,2.4453746897579185,0.18221900653219672,1,True,False,False,False,False,False,True,False,True,1
155,-0.9237993849488977,0.006689172101598107,-1.0028245151316322,-0.37273475070016515,-0.3315819347367656,-1.079320975071159,1,False,True,False,False,False,True,False,True,False,0
156,0.828376754911928,-1.4081993653114504,-2.0015534908346853,0.2839542646692272,2.0751138064919608,-1.33982317195096,1,False,False,False,True,False,True,True,False,False,1
157,1.7044648248423406,0.006689172101598107,1.3483499485026385,0.9406432800386195,1.7048529232260028,-0.6989633073264729,1,False,False,True,False,False,True,True,False,True,1
158,-0.9237993849488977,-0.7007550966049262,-0.149743515051941,-1.0294237660695575,1.5814326288040168,0.12901785364829368,1,False,False,False,True,False,True,False,True,False,1
159,0.828376754911928,1.4215777095146467,-0.10812980773098047,-1.0294237660695575,3.1858964562898344,0.022615547880487627,1,False,False,False,False,False,True,False,False,True,1
160,-0.9237993849488977,0.006689172101598107,-1.2733136127178757,-0.37273475070016515,3.062476161867848,-1.0322348972313828,1,True,False,False,False,False,True,True,False,False,1
161,-1.7998874548793105,-0.7007550966049262,-2.0431671981556456,0.2839542646692272,2.6305051313908976,-1.526332960796827,1,False,True,False,False,False,True,False,True,True,1
162,-0.9237993849488977,-1.4081993653114504,-0.06651610041001992,-0.37273475070016515,2.6305051313908976,-0.0929593704535086,1,False,False,False,True,False,True,False,True,False,1
163,-0.04771131501848488,-1.4081993653114504,1.0570539972559148,0.2839542646692272,2.7539254258128834,-0.1265922831962059,1,False,False,True,False,False,True,True,False,False,1
164,0.828376754911928,-0.7007550966049262,1.3275430948421583,-0.37273475070016515,-0.4550022291587516,-0.1583906734256652,1,False,False,False,True,False,True,False,True,True,0
165,-0.9237993849488977,1.4215777095146467,-1.4397684420017178,-1.0294237660695575,2.3836645425469256,-1.187557803352203,1,False,False,False,False,False,True,True,False,True,1
166,-0.9237993849488977,0.006689172101598107,-0.919597100489711,0.2839542646692272,0.22380939016217122,-1.3061902592082626,1,True,False,False,False,False,True,False,True,False,0
167,0.828376754911928,-0.7007550966049262,-1.4397684420017178,-0.37273475070016515,1.272881892749052,-1.598490846317523,1,False,True,False,False,False,True,False,False,False,1
168,-0.04771131501848488,1.4215777095146467,-1.210893051736435,-0.37273475070016515,1.8282732176479888,-1.1771621757771875,1,False,False,False,True,False,True,True,False,True,1
